Genero,Edad,RangoEdad,EstadoCivil,Tienda,Categoria,Precio
Mujer,18,Joven,Casado,San Isidro,Humanidad,256
Mujer,25,Joven,Soltero,La Molina,Humanidad,132
Hombre,31,Adulto,Soltero,La Molina,Tecnologia,212
Mujer,35,Adulto,Casado,Magdalena,Infantil,85.6
Hombre,56,Adulto,Soltero,Magdalena,Novelas,516
Hombre,44,Adulto,Soltero,Santiago de Surco,Academico,178
Mujer,49,Adulto,Soltero,Centro de Lima,Literatura Universal,165.33
Hombre,29,Joven,Casado,San Borja,Literatura  Peruana,88
Mujer,27,Joven,Soltero,Chorrillos,Historia,260
Hombre,53,Adulto,Casado,Chorrillos,Historia,105.33
Mujer,55,Adulto,Casado,Santiago de Surco,Novelas,212
Mujer,19,Joven,Casado,Miraflores,Tecnologia,104
Hombre,55,Adulto,Soltero,La Molina,Humanidad,55
Hombre,36,Adulto,Soltero,Chorrillos,Academico,290
Mujer,35,Adulto,Soltero,La Molina,Empresas,284
Mujer,39,Adulto,Casado,Miraflores,Nutricion,126.67
Mujer,33,Adulto,Casado,Chorrillos,Infantil,70
Hombre,41,Adulto,Casado,San Isidro,Literatura Universal,73.6
Hombre,54,Adulto,Soltero,Magdalena,Tecnologia,82.67
Mujer,29,Joven,Casado,Chorrillos,Autoayuda,150
Mujer,28,Joven,Casado,Miraflores,Literatura Universal,294
Mujer,20,Joven,Casado,Miraflores,Programación,68
Mujer,60,Adulto,Casado,San Borja,Infantil,24
Mujer,45,Adulto,Soltero,Jesus Maria,Academico,20
Mujer,33,Adulto,Casado,Chorrillos,Autoayuda,109
Mujer,47,Adulto,Soltero,Chorrillos,Infantil,104
Mujer,41,Adulto,Soltero,Los Olivos,Nutricion,94
Mujer,29,Joven,Soltero,Los Olivos,Academico,29.6
Hombre,52,Adulto,Casado,San Borja,Empresas,282
Mujer,53,Adulto,Casado,Los Olivos,Programación,46
Mujer,30,Joven,Soltero,San Isidro,Literatura  Peruana,432
Hombre,25,Joven,Casado,Los Olivos,Humanidad,69.33
Mujer,48,Adulto,Soltero,San Juan de Miraflores,Comics,19.2
Hombre,51,Adulto,Casado,Los Olivos,Academico,250
Hombre,19,Joven,Soltero,San Isidro,Autoayuda,36.8
Hombre,60,Adulto,Casado,La Molina,Academico,41.6
Hombre,52,Adulto,Soltero,Miraflores,Tecnologia,496
Hombre,35,Adulto,Soltero,Santiago de Surco,Literatura  Peruana,262
Mujer,50,Adulto,Soltero,Jesus Maria,Programación,96
Hombre,43,Adulto,Casado,Los Olivos,Novelas,592
Hombre,38,Adulto,Casado,Surquillo,Tecnologia,123
Mujer,25,Joven,Casado,San Juan de Miraflores,Literatura  Peruana,204
Mujer,60,Adulto,Casado,Miraflores,Academico,98.67
Mujer,33,Adulto,Soltero,La Molina,Humanidad,64
Mujer,27,Joven,Casado,Surquillo,Tecnologia,140
Mujer,55,Adulto,Casado,San Borja,Humanidad,39.2
Hombre,26,Joven,Casado,La Molina,Empresas,93
Mujer,36,Adulto,Soltero,San Juan de Miraflores,Empresas,40
Hombre,46,Adulto,Casado,San Isidro,Literatura  Peruana,30
Hombre,56,Adulto,Casado,Miraflores,Literatura Universal,232
Mujer,51,Adulto,Casado,Miraflores,Literatura  Peruana,205.33
Hombre,50,Adulto,Casado,Centro de Lima,Novelas,126.4
Hombre,52,Adulto,Casado,San Borja,Humanidad,109.6
Mujer,53,Adulto,Soltero,San Borja,Historia,116.8
Hombre,28,Joven,Casado,Chorrillos,Infantil,84
Mujer,26,Joven,Soltero,Santiago de Surco,Infantil,61.6
Mujer,32,Adulto,Casado,Santiago de Surco,Nutricion,252
Mujer,45,Adulto,Casado,Jesus Maria,Tecnologia,28
Mujer,24,Joven,Casado,Centro de Lima,Programación,76.8
Mujer,43,Adulto,Casado,Jesus Maria,Comics,62.4
Mujer,28,Joven,Casado,Chorrillos,Literatura  Peruana,242
Hombre,51,Adulto,Casado,San Juan de Miraflores,Tecnologia,246
Mujer,58,Adulto,Casado,Santiago de Surco,Nutricion,30.4
Mujer,26,Joven,Soltero,Magdalena,Literatura  Peruana,112.8
Mujer,34,Adulto,Soltero,San Juan de Miraflores,Empresas,70
Mujer,53,Adulto,Casado,San Juan de Miraflores,Novelas,182.67
Mujer,19,Joven,Casado,Miraflores,Literatura  Peruana,212
Hombre,36,Adulto,Soltero,Los Olivos,Infantil,130
Mujer,18,Joven,Casado,Jesus Maria,Tecnologia,103.2
Mujer,31,Adulto,Soltero,Los Olivos,Tecnologia,13
Mujer,40,Adulto,Casado,Los Olivos,Programación,392
Mujer,38,Adulto,Soltero,San Borja,Infantil,118
Mujer,23,Joven,Soltero,Santiago de Surco,Autoayuda,37.33
Hombre,50,Adulto,Soltero,Los Olivos,Academico,304
Mujer,44,Adulto,Casado,Surquillo,Tecnologia,76
Mujer,56,Adulto,Soltero,San Isidro,Autoayuda,133.33
Mujer,47,Adulto,Soltero,Surquillo,Humanidad,17.6
Hombre,29,Joven,Casado,Los Olivos,Programación,32
Mujer,58,Adulto,Casado,Surquillo,Empresas,87.2
Hombre,31,Adulto,Soltero,San Juan de Miraflores,Infantil,468
Hombre,53,Adulto,Casado,Los Olivos,Comics,632
Hombre,25,Joven,Casado,Santiago de Surco,Literatura Universal,98
Mujer,42,Adulto,Soltero,Magdalena,Academico,324
Hombre,25,Joven,Casado,Santiago de Surco,Literatura  Peruana,42.4
Hombre,40,Adulto,Casado,San Juan de Miraflores,Nutricion,54.67
Hombre,59,Adulto,Soltero,San Isidro,Historia,128
Mujer,44,Adulto,Soltero,San Juan de Miraflores,Autoayuda,176
Hombre,30,Joven,Soltero,San Borja,Programación,152
Hombre,51,Adulto,Soltero,Chorrillos,Literatura Universal,132
Mujer,58,Adulto,Soltero,San Juan de Miraflores,Historia,110
Hombre,33,Adulto,Soltero,San Isidro,Infantil,190
Mujer,40,Adulto,Soltero,Miraflores,Humanidad,154.67
Mujer,23,Joven,Casado,Santiago de Surco,Humanidad,36.8
Mujer,22,Joven,Soltero,Miraflores,Historia,122
Hombre,46,Adulto,Casado,San Borja,Empresas,15.2
Mujer,38,Adulto,Soltero,San Juan de Miraflores,Autoayuda,57.33
Mujer,56,Adulto,Soltero,Los Olivos,Comics,284
Hombre,52,Adulto,Soltero,Santiago de Surco,Historia,64
Mujer,38,Adulto,Casado,Los Olivos,Tecnologia,180
Hombre,49,Adulto,Casado,Centro de Lima,Literatura  Peruana,24.8
Hombre,35,Adulto,Casado,Santiago de Surco,Literatura Universal,26
Hombre,23,Joven,Casado,La Molina,Literatura  Peruana,113.33
Hombre,54,Adulto,Soltero,Jesus Maria,Infantil,528
Hombre,49,Adulto,Soltero,Chorrillos,Historia,166
Hombre,23,Joven,Soltero,Miraflores,Programación,17.33
Mujer,21,Joven,Soltero,Miraflores,Autoayuda,190.67
Hombre,35,Adulto,Soltero,Los Olivos,Empresas,104
Hombre,39,Adulto,Casado,Santiago de Surco,Literatura Universal,54
Hombre,29,Joven,Soltero,Chorrillos,Tecnologia,58.4
Mujer,60,Adulto,Soltero,Santiago de Surco,Literatura Universal,312
Hombre,28,Joven,Soltero,Surquillo,Literatura  Peruana,41
Hombre,40,Adulto,Soltero,Miraflores,Tecnologia,144
Mujer,40,Adulto,Soltero,Magdalena,Comics,19.2
Hombre,21,Joven,Soltero,San Isidro,Literatura  Peruana,600
Mujer,56,Adulto,Casado,Jesus Maria,Literatura  Peruana,232
Hombre,44,Adulto,Casado,Miraflores,Tecnologia,460
Mujer,35,Adulto,Casado,La Molina,Autoayuda,161.33
Mujer,20,Joven,Casado,Santiago de Surco,Novelas,142
Hombre,28,Joven,Soltero,Miraflores,Nutricion,94.67
Hombre,55,Adulto,Soltero,San Juan de Miraflores,Literatura Universal,54
Mujer,36,Adulto,Casado,San Borja,Humanidad,72.8
Hombre,34,Adulto,Soltero,San Borja,Novelas,264
Mujer,46,Adulto,Soltero,Santiago de Surco,Novelas,112
Mujer,56,Adulto,Soltero,Miraflores,Novelas,82
Mujer,19,Joven,Soltero,San Juan de Miraflores,Tecnologia,86
Hombre,58,Adulto,Casado,San Borja,Historia,40
Mujer,27,Joven,Casado,Surquillo,Literatura Universal,108
Hombre,41,Adulto,Casado,Chorrillos,Novelas,456
Mujer,33,Adulto,Casado,Magdalena,Nutricion,97
Hombre,27,Joven,Casado,Los Olivos,Literatura Universal,196
Mujer,32,Adulto,Soltero,Centro de Lima,Academico,80
Hombre,59,Adulto,Soltero,Miraflores,Humanidad,31.2
Hombre,40,Adulto,Soltero,San Isidro,Comics,284
Mujer,49,Adulto,Soltero,Surquillo,Literatura  Peruana,150
Mujer,45,Adulto,Casado,San Isidro,Comics,149.33
Mujer,39,Adulto,Casado,Miraflores,Literatura Universal,48
Mujer,39,Adulto,Soltero,Chorrillos,Academico,308
Mujer,23,Joven,Soltero,San Juan de Miraflores,Tecnologia,39
Mujer,50,Adulto,Soltero,Miraflores,Novelas,400
Hombre,39,Adulto,Soltero,San Juan de Miraflores,Literatura Universal,136
Mujer,29,Joven,Casado,Santiago de Surco,Nutricion,306
Hombre,25,Joven,Soltero,Santiago de Surco,Literatura Universal,114.4
Hombre,24,Joven,Casado,La Molina,Academico,304
Hombre,56,Adulto,Casado,Los Olivos,Nutricion,184
Hombre,60,Adulto,Soltero,Miraflores,Infantil,129
Hombre,25,Joven,Casado,Santiago de Surco,Humanidad,412
Hombre,30,Joven,Casado,Chorrillos,Literatura Universal,68
Hombre,42,Adulto,Soltero,Miraflores,Academico,580
Hombre,53,Adulto,Soltero,Surquillo,Literatura  Peruana,43
Mujer,54,Adulto,Soltero,San Borja,Empresas,320
Mujer,39,Adulto,Soltero,Santiago de Surco,Infantil,44
Hombre,55,Adulto,Soltero,Santiago de Surco,Humanidad,100
Hombre,60,Adulto,Soltero,San Borja,Literatura  Peruana,78
Mujer,34,Adulto,Casado,Miraflores,Comics,74
Hombre,39,Adulto,Casado,San Juan de Miraflores,Programación,194
Hombre,32,Adulto,Casado,Chorrillos,Novelas,94
Mujer,37,Adulto,Casado,Centro de Lima,Programación,308
Hombre,37,Adulto,Soltero,San Borja,Novelas,136
Mujer,51,Adulto,Soltero,San Isidro,Academico,166.67
Hombre,23,Joven,Soltero,San Isidro,Infantil,57
Mujer,52,Adulto,Casado,Los Olivos,Literatura  Peruana,188
Mujer,27,Joven,Soltero,Jesus Maria,Literatura Universal,134.67
Mujer,31,Adulto,Soltero,La Molina,Autoayuda,500
Mujer,46,Adulto,Casado,Santiago de Surco,Historia,178
Hombre,52,Adulto,Casado,San Isidro,Empresas,145
Mujer,53,Adulto,Soltero,La Molina,Novelas,82.67
Hombre,35,Adulto,Soltero,Jesus Maria,Academico,56.8
Hombre,60,Adulto,Soltero,La Molina,Tecnologia,53.33
Mujer,28,Joven,Soltero,Surquillo,Programación,108.8
Mujer,58,Adulto,Casado,Los Olivos,Empresas,154.67
Hombre,51,Adulto,Casado,San Borja,Comics,174.67
Mujer,48,Adulto,Casado,San Juan de Miraflores,Comics,102
Mujer,40,Adulto,Soltero,La Molina,Empresas,232
Hombre,42,Adulto,Casado,Santiago de Surco,Programación,220
Hombre,54,Adulto,Soltero,San Isidro,Novelas,220
Mujer,36,Adulto,Casado,Surquillo,Historia,172
Hombre,40,Adulto,Soltero,San Juan de Miraflores,Literatura Universal,27
Hombre,41,Adulto,Soltero,Chorrillos,Humanidad,78.67
Mujer,55,Adulto,Casado,San Isidro,Humanidad,102.4
Hombre,19,Joven,Casado,Chorrillos,Comics,82.4
Hombre,34,Adulto,Soltero,Magdalena,Literatura  Peruana,80.8
Hombre,56,Adulto,Casado,Surquillo,Academico,88
Mujer,30,Joven,Soltero,Chorrillos,Programación,260
Mujer,43,Adulto,Casado,Surquillo,Literatura  Peruana,52
Mujer,26,Joven,Casado,Santiago de Surco,Programación,188
Hombre,32,Adulto,Soltero,Centro de Lima,Humanidad,248
Hombre,51,Adulto,Casado,Surquillo,Literatura  Peruana,82.4
Hombre,55,Adulto,Soltero,Magdalena,Infantil,17
Mujer,43,Adulto,Soltero,San Borja,Autoayuda,246
Mujer,24,Joven,Casado,Los Olivos,Programación,632
Mujer,40,Adulto,Soltero,Chorrillos,Academico,140
Hombre,37,Adulto,Soltero,Centro de Lima,Humanidad,270
Mujer,55,Adulto,Soltero,La Molina,Tecnologia,88
Mujer,51,Adulto,Soltero,Jesus Maria,Historia,117.6
Mujer,47,Adulto,Soltero,Chorrillos,Novelas,92.8
Mujer,49,Adulto,Casado,Los Olivos,Literatura  Peruana,20
Hombre,46,Adulto,Casado,Miraflores,Autoayuda,9.6
Mujer,47,Adulto,Casado,San Isidro,Tecnologia,112
Mujer,37,Adulto,Casado,San Isidro,Infantil,352
Hombre,46,Adulto,Casado,Santiago de Surco,Nutricion,25.6
Hombre,48,Adulto,Casado,Jesus Maria,Tecnologia,65
Hombre,52,Adulto,Casado,Jesus Maria,Tecnologia,162
Mujer,49,Adulto,Casado,Centro de Lima,Novelas,109.6
Hombre,50,Adulto,Casado,Magdalena,Literatura Universal,54
Hombre,25,Joven,Casado,Chorrillos,Tecnologia,137.33
Mujer,19,Joven,Casado,San Juan de Miraflores,Infantil,158.67
Mujer,31,Adulto,Casado,Los Olivos,Empresas,252
Mujer,44,Adulto,Soltero,La Molina,Infantil,22
Mujer,35,Adulto,Casado,La Molina,Historia,115.2
Mujer,18,Joven,Casado,Miraflores,Comics,27.2
Mujer,44,Adulto,Casado,Magdalena,Comics,21.6
Hombre,56,Adulto,Casado,Surquillo,Historia,99
Hombre,38,Adulto,Soltero,Jesus Maria,Novelas,212
Mujer,45,Adulto,Casado,Miraflores,Infantil,79.2
Mujer,48,Adulto,Casado,San Juan de Miraflores,Novelas,104
Mujer,30,Joven,Soltero,Chorrillos,Infantil,37
Hombre,51,Adulto,Casado,Jesus Maria,Autoayuda,176
Mujer,22,Joven,Soltero,Magdalena,Nutricion,10.4
Hombre,47,Adulto,Soltero,Jesus Maria,Literatura Universal,132
Hombre,45,Adulto,Soltero,Chorrillos,Novelas,157.33
Hombre,23,Joven,Casado,Surquillo,Historia,190
Hombre,26,Joven,Soltero,San Juan de Miraflores,Tecnologia,178
Mujer,32,Adulto,Soltero,Santiago de Surco,Autoayuda,106
Hombre,37,Adulto,Casado,Los Olivos,Autoayuda,384
Mujer,52,Adulto,Casado,San Juan de Miraflores,Humanidad,104
Hombre,51,Adulto,Soltero,Miraflores,Comics,113
Hombre,40,Adulto,Casado,La Molina,Humanidad,520
Hombre,53,Adulto,Casado,San Borja,Empresas,296
Mujer,49,Adulto,Soltero,Centro de Lima,Infantil,46.67
Mujer,44,Adulto,Soltero,Centro de Lima,Literatura  Peruana,154
Mujer,38,Adulto,Casado,San Isidro,Academico,68
Hombre,48,Adulto,Casado,Chorrillos,Comics,328
Mujer,58,Adulto,Casado,Miraflores,Historia,100
Mujer,27,Joven,Casado,Jesus Maria,Literatura  Peruana,142
Hombre,59,Adulto,Soltero,Jesus Maria,Novelas,90
Hombre,49,Adulto,Soltero,Jesus Maria,Autoayuda,84
Hombre,60,Adulto,Soltero,San Borja,Empresas,83
Mujer,38,Adulto,Soltero,Miraflores,Tecnologia,36
Mujer,60,Adulto,Casado,Centro de Lima,Comics,69.33
Mujer,24,Joven,Casado,Jesus Maria,Academico,118.67
Hombre,47,Adulto,Casado,San Juan de Miraflores,Historia,109.33
Hombre,19,Joven,Soltero,San Borja,Autoayuda,102.4
Hombre,25,Joven,Soltero,Surquillo,Literatura Universal,56
Mujer,49,Adulto,Soltero,Los Olivos,Autoayuda,580
Hombre,21,Joven,Casado,Centro de Lima,Academico,62.67
Hombre,23,Joven,Soltero,Centro de Lima,Autoayuda,102
Hombre,20,Joven,Casado,San Borja,Academico,144
Mujer,60,Adulto,Soltero,Chorrillos,Academico,119.2
Mujer,20,Joven,Soltero,Magdalena,Academico,65.33
Hombre,39,Adulto,Casado,Surquillo,Literatura  Peruana,232
Hombre,27,Joven,Soltero,Chorrillos,Historia,54.67
Hombre,42,Adulto,Soltero,Magdalena,Infantil,300
Mujer,28,Joven,Casado,Magdalena,Empresas,50
Mujer,49,Adulto,Soltero,Magdalena,Infantil,122
Mujer,42,Adulto,Casado,Magdalena,Nutricion,45.33
Mujer,29,Joven,Casado,Chorrillos,Nutricion,62.67
Mujer,52,Adulto,Soltero,Magdalena,Literatura Universal,73
Mujer,24,Joven,Soltero,Los Olivos,Nutricion,114
Hombre,41,Adulto,Soltero,San Borja,Programación,124
Hombre,26,Joven,Soltero,San Isidro,Humanidad,106.4
Hombre,23,Joven,Casado,San Isidro,Comics,120
Mujer,21,Joven,Casado,Jesus Maria,Infantil,124.8
Hombre,43,Adulto,Soltero,Magdalena,Infantil,560
Mujer,46,Adulto,Casado,San Isidro,Humanidad,30
Mujer,50,Adulto,Casado,Surquillo,Empresas,138
Hombre,18,Joven,Soltero,Los Olivos,Comics,90
Hombre,25,Joven,Casado,San Juan de Miraflores,Literatura Universal,452
Mujer,20,Joven,Casado,Los Olivos,Academico,130
Mujer,24,Joven,Casado,Santiago de Surco,Programación,556
Hombre,51,Adulto,Casado,San Borja,Infantil,472
Hombre,34,Adulto,Casado,La Molina,Tecnologia,476
Hombre,32,Adulto,Soltero,Santiago de Surco,Infantil,26
Mujer,42,Adulto,Soltero,San Borja,Literatura Universal,62
Hombre,51,Adulto,Casado,Los Olivos,Academico,138
Hombre,33,Adulto,Soltero,Magdalena,Empresas,97
Mujer,20,Joven,Soltero,Centro de Lima,Humanidad,139
Mujer,41,Adulto,Casado,Centro de Lima,Literatura  Peruana,22
Hombre,18,Joven,Soltero,San Juan de Miraflores,Academico,228
Mujer,46,Adulto,Soltero,Jesus Maria,Nutricion,106.4
Mujer,38,Adulto,Casado,San Borja,Empresas,164
Hombre,46,Adulto,Casado,Miraflores,Empresas,88
Hombre,18,Joven,Soltero,Centro de Lima,Literatura  Peruana,172
Hombre,38,Adulto,Soltero,Magdalena,Nutricion,112
Mujer,25,Joven,Soltero,Chorrillos,Academico,154.67
Mujer,41,Adulto,Casado,Los Olivos,Tecnologia,38
Mujer,38,Adulto,Soltero,La Molina,Autoayuda,252
Mujer,53,Adulto,Soltero,Magdalena,Empresas,196
Mujer,45,Adulto,Soltero,San Juan de Miraflores,Infantil,50.67
Mujer,33,Adulto,Casado,Jesus Maria,Literatura  Peruana,512
Mujer,49,Adulto,Casado,La Molina,Novelas,608
Mujer,21,Joven,Casado,San Borja,Literatura Universal,392
Hombre,48,Adulto,Casado,San Juan de Miraflores,Historia,184
Mujer,30,Joven,Casado,San Isidro,Historia,34
Hombre,23,Joven,Soltero,San Borja,Infantil,161.33
Hombre,25,Joven,Casado,Miraflores,Infantil,186
Hombre,45,Adulto,Casado,Jesus Maria,Infantil,388
Hombre,29,Joven,Soltero,Los Olivos,Academico,20
Mujer,35,Adulto,Soltero,Surquillo,Novelas,42.67
Hombre,19,Joven,Soltero,Surquillo,Tecnologia,77.33
Hombre,24,Joven,Soltero,Jesus Maria,Literatura  Peruana,107
Hombre,29,Joven,Soltero,Magdalena,Literatura  Peruana,524
Mujer,58,Adulto,Soltero,Santiago de Surco,Novelas,114
Mujer,31,Adulto,Soltero,La Molina,Autoayuda,71
Hombre,35,Adulto,Soltero,San Borja,Humanidad,57
Hombre,44,Adulto,Soltero,San Juan de Miraflores,Autoayuda,89.6
Hombre,59,Adulto,Casado,San Juan de Miraflores,Literatura Universal,85.6
Mujer,48,Adulto,Casado,Chorrillos,Literatura  Peruana,118
Mujer,26,Joven,Casado,Surquillo,Empresas,9.6
Hombre,26,Joven,Soltero,Magdalena,Novelas,41
Hombre,31,Adulto,Soltero,Jesus Maria,Autoayuda,192
Hombre,49,Adulto,Soltero,Los Olivos,Novelas,512
Hombre,54,Adulto,Soltero,Jesus Maria,Literatura  Peruana,25
Hombre,58,Adulto,Soltero,Magdalena,Tecnologia,120
Hombre,59,Adulto,Casado,San Borja,Comics,60
Mujer,26,Joven,Soltero,Magdalena,Literatura Universal,408
Hombre,52,Adulto,Casado,Centro de Lima,Programación,60
Mujer,33,Adulto,Soltero,La Molina,Programación,28
Mujer,56,Adulto,Casado,Jesus Maria,Empresas,150.67
Hombre,53,Adulto,Casado,Miraflores,Novelas,36
Hombre,37,Adulto,Soltero,San Juan de Miraflores,Academico,138
Hombre,48,Adulto,Soltero,Los Olivos,Historia,180
Mujer,29,Joven,Casado,Chorrillos,Literatura  Peruana,108
Hombre,26,Joven,Casado,San Borja,Novelas,316
Mujer,33,Adulto,Soltero,Miraflores,Literatura  Peruana,34
Hombre,26,Joven,Soltero,San Borja,Historia,408
Hombre,52,Adulto,Casado,San Isidro,Programación,108
Hombre,46,Adulto,Soltero,San Isidro,Literatura  Peruana,32
Mujer,30,Joven,Casado,San Juan de Miraflores,Empresas,600
Mujer,34,Adulto,Casado,Chorrillos,Autoayuda,210.67
Hombre,54,Adulto,Soltero,Magdalena,Autoayuda,72.8
Hombre,33,Adulto,Casado,Santiago de Surco,Humanidad,100
Hombre,55,Adulto,Soltero,Jesus Maria,Humanidad,102
Mujer,44,Adulto,Soltero,Miraflores,Literatura Universal,254
Mujer,54,Adulto,Casado,Chorrillos,Programación,496
Mujer,31,Adulto,Soltero,La Molina,Literatura Universal,112
Hombre,42,Adulto,Soltero,Chorrillos,Comics,228
Hombre,37,Adulto,Casado,Santiago de Surco,Literatura Universal,492
Hombre,22,Joven,Soltero,San Borja,Academico,632
Hombre,28,Joven,Casado,Chorrillos,Academico,588
Mujer,41,Adulto,Casado,Jesus Maria,Literatura Universal,55
Hombre,55,Adulto,Soltero,San Isidro,Literatura  Peruana,92
Hombre,51,Adulto,Soltero,La Molina,Comics,556
Hombre,31,Adulto,Casado,Surquillo,Empresas,104
Hombre,33,Adulto,Soltero,Magdalena,Tecnologia,24.8
Mujer,35,Adulto,Casado,Santiago de Surco,Comics,84
Mujer,41,Adulto,Soltero,Surquillo,Historia,80
Hombre,39,Adulto,Casado,Chorrillos,Tecnologia,124
Hombre,28,Joven,Soltero,La Molina,Tecnologia,41.6
Hombre,60,Adulto,Soltero,San Isidro,Autoayuda,132
Mujer,27,Joven,Casado,La Molina,Historia,144
Mujer,30,Joven,Soltero,Surquillo,Academico,256
Mujer,53,Adulto,Soltero,Santiago de Surco,Tecnologia,15
Mujer,58,Adulto,Casado,Magdalena,Programación,238
Hombre,24,Joven,Casado,Miraflores,Literatura  Peruana,124
Hombre,36,Adulto,Casado,Santiago de Surco,Tecnologia,220
Hombre,42,Adulto,Casado,Miraflores,Nutricion,160
Mujer,48,Adulto,Soltero,San Juan de Miraflores,Novelas,304
Mujer,22,Joven,Soltero,San Borja,Infantil,152
Hombre,43,Adulto,Casado,Surquillo,Literatura  Peruana,200
Mujer,43,Adulto,Casado,San Isidro,Autoayuda,68
Mujer,19,Joven,Casado,Magdalena,Novelas,80.8
Hombre,33,Adulto,Soltero,La Molina,Empresas,38
Mujer,45,Adulto,Casado,San Isidro,Literatura Universal,71.2
Hombre,29,Joven,Casado,Magdalena,Academico,25.6
Hombre,19,Joven,Soltero,La Molina,Empresas,110.4
Hombre,35,Adulto,Casado,Santiago de Surco,Literatura  Peruana,36
Mujer,45,Adulto,Soltero,San Juan de Miraflores,Comics,364
Mujer,52,Adulto,Soltero,Miraflores,Novelas,74.4
Mujer,36,Adulto,Soltero,San Borja,Comics,178
Hombre,47,Adulto,Soltero,La Molina,Novelas,127
Mujer,20,Joven,Casado,San Isidro,Literatura Universal,248
Mujer,44,Adulto,Soltero,Miraflores,Literatura  Peruana,54
Hombre,40,Adulto,Casado,Los Olivos,Infantil,200
Mujer,44,Adulto,Soltero,Jesus Maria,Empresas,76
Hombre,34,Adulto,Soltero,Santiago de Surco,Infantil,22
Hombre,46,Adulto,Casado,Chorrillos,Autoayuda,500
Hombre,44,Adulto,Soltero,Centro de Lima,Empresas,30
Hombre,25,Joven,Casado,Jesus Maria,Programación,41
Hombre,45,Adulto,Soltero,Magdalena,Humanidad,202.67
Mujer,59,Adulto,Soltero,San Juan de Miraflores,Humanidad,48
Hombre,24,Joven,Casado,San Juan de Miraflores,Humanidad,292
Hombre,50,Adulto,Soltero,La Molina,Comics,151
Mujer,29,Joven,Casado,San Borja,Literatura  Peruana,81
Mujer,33,Adulto,Soltero,San Isidro,Humanidad,65
Mujer,30,Joven,Casado,La Molina,Literatura Universal,476
Mujer,59,Adulto,Casado,Jesus Maria,Novelas,632
Mujer,43,Adulto,Casado,Centro de Lima,Novelas,38.4
Hombre,46,Adulto,Casado,Miraflores,Novelas,34
Mujer,56,Adulto,Soltero,Surquillo,Novelas,147
Hombre,59,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,228
Mujer,43,Adulto,Soltero,San Juan de Miraflores,Literatura  Peruana,108
Hombre,54,Adulto,Casado,Los Olivos,Autoayuda,60
Mujer,47,Adulto,Casado,La Molina,Academico,153.33
Hombre,23,Joven,Soltero,Surquillo,Novelas,80
Hombre,25,Joven,Casado,Santiago de Surco,Comics,85
Mujer,54,Adulto,Casado,San Juan de Miraflores,Historia,89
Hombre,51,Adulto,Casado,Centro de Lima,Literatura  Peruana,54
Mujer,54,Adulto,Casado,Centro de Lima,Autoayuda,101
Mujer,19,Joven,Casado,Santiago de Surco,Humanidad,132
Mujer,53,Adulto,Soltero,San Borja,Infantil,67.2
Hombre,19,Joven,Soltero,La Molina,Empresas,74.4
Hombre,21,Joven,Casado,Miraflores,Humanidad,74.4
Hombre,26,Joven,Casado,San Borja,Historia,96
Hombre,47,Adulto,Casado,Centro de Lima,Tecnologia,624
Mujer,25,Joven,Casado,San Borja,Nutricion,32
Hombre,34,Adulto,Casado,Centro de Lima,Empresas,52
Hombre,36,Adulto,Casado,San Juan de Miraflores,Tecnologia,56
Hombre,28,Joven,Casado,Magdalena,Historia,180
Mujer,31,Adulto,Casado,Santiago de Surco,Academico,364
Mujer,38,Adulto,Casado,Miraflores,Comics,118.4
Mujer,45,Adulto,Soltero,Surquillo,Historia,67
Mujer,23,Joven,Casado,Centro de Lima,Literatura Universal,172
Hombre,23,Joven,Soltero,Surquillo,Infantil,149.33
Hombre,21,Joven,Casado,Magdalena,Literatura Universal,34
Mujer,25,Joven,Soltero,Magdalena,Literatura Universal,48
Hombre,55,Adulto,Casado,Los Olivos,Humanidad,192
Hombre,49,Adulto,Soltero,San Borja,Programación,112
Hombre,35,Adulto,Casado,Centro de Lima,Autoayuda,236
Mujer,32,Adulto,Soltero,Jesus Maria,Nutricion,156
Hombre,21,Joven,Soltero,Jesus Maria,Novelas,96
Hombre,22,Joven,Soltero,Magdalena,Historia,196
Hombre,22,Joven,Soltero,San Borja,Academico,48
Hombre,35,Adulto,Soltero,La Molina,Autoayuda,123
Mujer,25,Joven,Soltero,Miraflores,Academico,116
Mujer,41,Adulto,Soltero,La Molina,Autoayuda,86
Hombre,45,Adulto,Soltero,Magdalena,Comics,124
Hombre,39,Adulto,Casado,Chorrillos,Novelas,103
Hombre,60,Adulto,Soltero,San Isidro,Historia,154
Mujer,45,Adulto,Soltero,Surquillo,Nutricion,61.6
Mujer,23,Joven,Casado,Jesus Maria,Literatura Universal,63.2
Mujer,23,Joven,Casado,Surquillo,Autoayuda,254
Mujer,55,Adulto,Soltero,Los Olivos,Nutricion,138
Mujer,53,Adulto,Casado,Los Olivos,Humanidad,288
Mujer,18,Joven,Casado,San Isidro,Historia,12.8
Hombre,44,Adulto,Soltero,Los Olivos,Tecnologia,56
Mujer,33,Adulto,Soltero,Miraflores,Historia,148
Hombre,54,Adulto,Casado,San Isidro,Tecnologia,138
Mujer,41,Adulto,Soltero,Magdalena,Comics,126
Hombre,18,Joven,Casado,La Molina,Novelas,139
Hombre,46,Adulto,Casado,La Molina,Infantil,34.4
Hombre,50,Adulto,Casado,Centro de Lima,Academico,166
